id,source,recipient,recipient_details,amount,currency,amount_reversed,notes,fees,on_hold,on_hold_until,created_at,recipient_settlement_id,settlement_initiated_on,settlement_utr,settlement_status,tax
trf_Ix4m72AgyHPEw8,order_Ix4m6wjIm1tNPw,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,17-02-2022 17:57,setl_IxROCpRQkcFHKZ,18-02-2022 16:04,AXISCN0123063677,processed,0
trf_Ix6oOtBj1vgDrj,order_Ix6oOoXoUiTeb9,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,17-02-2022 19:56,,,,,
trf_Ix76oH2LN5Gx0d,order_Ix76oC8luoKdIS,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,17-02-2022 20:14,setl_IxROCpRQkcFHKZ,18-02-2022 16:04,AXISCN0123063677,processed,0
trf_Ix9WjW8zWaA5ns,order_Ix9WjRCuIUqz3x,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,17-02-2022 22:36,setl_IxROCpRQkcFHKZ,18-02-2022 16:04,AXISCN0123063677,processed,0
trf_IxLulonBrfHV1U,order_IxLulkWxIVa3Ac,acc_IgmV7f6Uucjasu,"{""name"":""Shruti Nursing Home"",""email"":""hiteshparikh57@gmail.com""}",500,INR,0,[],0,0,,18-02-2022 10:43,setl_Iyd7VdyXzxlM8N,21-02-2022 16:12,CB0016244837,processed,0
trf_IxObxTIyViWV5h,order_IxObxOXofARWQG,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 13:21,setl_Iyd7LVua7dQPsp,21-02-2022 16:12,AXISCN0123286441,processed,0
trf_IxOzeeKehMFJgT,order_IxOzeYwwxTmoqK,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 13:44,setl_Iyd7LVua7dQPsp,21-02-2022 16:12,AXISCN0123286441,processed,0
trf_IxQbZRvlgHdXyy,order_IxQbZNO8uP4oUa,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 15:18,setl_Iyd7LVua7dQPsp,21-02-2022 16:12,AXISCN0123286441,processed,0
trf_IxQdFwaRkRavkh,order_IxQdFrNvXa6vEW,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 15:20,setl_Iyd7LVua7dQPsp,21-02-2022 16:12,AXISCN0123286441,processed,0
trf_IxQgGPY9tY8CoE,order_IxQgGKw3U1W7o6,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 15:23,setl_Iyd7LVua7dQPsp,21-02-2022 16:12,AXISCN0123286441,processed,0
trf_IxQpftEwq8ZeLd,order_IxQpfnwrbjzFGB,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 15:32,setl_Iyd7LVua7dQPsp,21-02-2022 16:12,AXISCN0123286441,processed,0
trf_IxQriMEPBvi0cy,order_IxQriHpM48BXrb,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 15:33,setl_Iyd7LVua7dQPsp,21-02-2022 16:12,AXISCN0123286441,processed,0
trf_IxQtKN4Fi7QN9r,order_IxQtKHjkXOxjND,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 15:35,setl_Iyd7LVua7dQPsp,21-02-2022 16:12,AXISCN0123286441,processed,0
trf_IxQxBAB0RQVLBl,order_IxQxB5XffadpDn,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 15:39,,,,,
trf_IxT06todDjW6L0,order_IxT06orm3BRBhl,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 17:39,setl_Iyd7LVua7dQPsp,21-02-2022 16:12,AXISCN0123286441,processed,0
trf_IxTDvd2DZBz40b,order_IxTDvYxQbffnXN,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 17:52,setl_Iyd7LVua7dQPsp,21-02-2022 16:12,AXISCN0123286441,processed,0
trf_IxUEwJUgIzheZs,order_IxUEwE4qWHSzFP,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 18:52,setl_Iyd7LVua7dQPsp,21-02-2022 16:12,AXISCN0123286441,processed,0
trf_IxUwlUlRCpQvP8,order_IxUwlOWcJhBVzr,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 19:33,setl_Iyd7LVua7dQPsp,21-02-2022 16:12,AXISCN0123286441,processed,0
trf_IxV5myzjAhlYXP,order_IxV5muZyVx3J4e,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,18-02-2022 19:42,setl_Iyd7LVua7dQPsp,21-02-2022 16:12,AXISCN0123286441,processed,0
trf_IlYN9r4HJYMohS,order_IlYN9mzKq8Rue7,acc_HuDSeWoGNmDFKO,"{""name"":""Dr Gandhi Nursing Home"",""email"":""info@drgandhi.org""}",30000,INR,0,[],0,0,,19-01-2022 15:06,,,,,
trf_ImN8APJdsdw23V,order_ImN8AM3ut3VUiS,acc_IJ4nGMlZdqBvBG,"{""name"":""Arise Hospital"",""email"":""arisehospital879@gmail.com""}",10,INR,0,[],0,0,,21-01-2022 16:45,,,,,
trf_Iydi82V8mrZFLh,order_Iydi7xiom2erB8,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,21-02-2022 16:46,setl_Iz1Ykq1MGFeazs,22-02-2022 16:06,AXISCN0123457918,processed,0
trf_Iydu8fCwxBl09H,order_Iydu8aKmVgQZBg,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,21-02-2022 16:58,setl_Iz1Ykq1MGFeazs,22-02-2022 16:06,AXISCN0123457918,processed,0
trf_IytFIJeMVNh5Qz,order_IytFIDqABbA5L9,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,22-02-2022 07:58,,,,,
trf_Iz0pG6pZdOOiAk,order_Iz0pG21nv6HVA0,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,22-02-2022 15:23,setl_IzQ3n3dWDPYnH6,23-02-2022 16:04,AXISCN0123598363,processed,0
trf_Iz9CytyjuiRIqV,order_Iz9Cyr0sg0YFsu,acc_IqHtVNxYF0pQxK,"{""name"":""USHAKIRAN GENERAL HOSPITAL"",""email"":""ushakirangaikwad@gmail.com""}",464,INR,0,[],0,0,,22-02-2022 23:35,setl_IzQ2Igt9H2cjyb,23-02-2022 16:03,AXISCN0123595790,processed,0
trf_IzN0Pqg7eVaMAP,order_IzN0PnIPN3B92n,acc_IzLRFBJJBZ9hhZ,"{""name"":""Sbs Hospital"",""email"":""jadab@sbshealth.com""}",1,INR,0,[],0,0,,23-02-2022 13:05,,,,,
trf_IzNyvTDsnRd8Tx,order_IzNyvNyZQyPNMR,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,23-02-2022 14:02,,,,,
trf_IzOeKwuhe7TjBZ,order_IzOeKrIRM7eLYq,acc_IzLRFBJJBZ9hhZ,"{""name"":""Sbs Hospital"",""email"":""jadab@sbshealth.com""}",45000,INR,0,[],0,0,,23-02-2022 14:41,setl_IzoZaomtdZN4Ec,24-02-2022 16:03,AXISCN0123839534,processed,0
trf_IzOqzsPducW9Pv,order_IzOqzowQsMVAeC,acc_IzLRFBJJBZ9hhZ,"{""name"":""Sbs Hospital"",""email"":""jadab@sbshealth.com""}",55000,INR,0,[],0,0,,23-02-2022 14:53,,,,,
trf_IzPDVfweiU5YYv,order_IzPDVdJIk1L0nI,acc_IzLRFBJJBZ9hhZ,"{""name"":""Sbs Hospital"",""email"":""jadab@sbshealth.com""}",55000,INR,0,[],0,0,,23-02-2022 15:15,,,,,
trf_IzPJz1moVm9yXD,order_IzPJyyri7PfLRy,acc_IzLRFBJJBZ9hhZ,"{""name"":""Sbs Hospital"",""email"":""jadab@sbshealth.com""}",55000,INR,0,[],0,0,,23-02-2022 15:21,,,,,
trf_IzPvh7lVuMV2fm,order_IzPvh4andnn7Q0,acc_IzLRFBJJBZ9hhZ,"{""name"":""Sbs Hospital"",""email"":""jadab@sbshealth.com""}",55000,INR,0,[],0,0,,23-02-2022 15:57,setl_IzoZaomtdZN4Ec,24-02-2022 16:03,AXISCN0123839534,processed,0
trf_IzSsXiAJli02nX,order_IzSsXckV2ZNUiR,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,23-02-2022 18:50,setl_IzobtU3GRBV16x,24-02-2022 16:05,AXISCN0123840706,processed,0
trf_IncWTElxUw3QD9,order_IncWTBj3C9n3Bz,acc_IgmV7f6Uucjasu,"{""name"":""Shruti Nursing Home"",""email"":""hiteshparikh57@gmail.com""}",10000,INR,0,[],0,0,,24-01-2022 20:28,setl_InwUfe9psX7bkd,25-01-2022 16:00,CB0015897352,processed,0
trf_InrucL1uhEazEI,order_InrucHSVtSu45K,acc_IgmV7f6Uucjasu,"{""name"":""Shruti Nursing Home"",""email"":""hiteshparikh57@gmail.com""}",9000,INR,0,[],0,0,,25-01-2022 11:31,setl_IojgGUxl2shtbM,27-01-2022 16:07,CB0015913625,processed,0
trf_J0DzlOQkEp7Ihi,order_J0DzlJVPAu8eJx,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",1,INR,0,[],0,0,,25-02-2022 16:55,setl_J1OsJAOAR1qXPJ,28-02-2022 16:13,AXISCN0124346509,processed,0
trf_J0EmH9CuxljCTH,order_J0EmH4BaS9HmvZ,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",1,INR,0,[],0,0,,25-02-2022 17:41,setl_J1OsJAOAR1qXPJ,28-02-2022 16:13,AXISCN0124346509,processed,0
trf_J0F62DElCL3STI,order_J0F628DF1VAnV7,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,25-02-2022 18:00,,,,,
trf_J0FB88wXCWXugH,order_J0FB84NjBUdGET,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",599,INR,0,[],0,0,,25-02-2022 18:05,setl_J1OsJAOAR1qXPJ,28-02-2022 16:13,AXISCN0124346509,processed,0
trf_IogFZzZDYXbcvo,order_IogFZwanjTJlZJ,acc_IgmV7f6Uucjasu,"{""name"":""Shruti Nursing Home"",""email"":""hiteshparikh57@gmail.com""}",550,INR,0,[],0,0,,27-01-2022 12:45,setl_Ip8AVWSRhFsLQR,28-01-2022 16:04,CB0015932297,processed,0
trf_IogIOkXZMW0YFM,order_IogIOhQonCcSht,acc_HuDSeWoGNmDFKO,"{""name"":""Dr Gandhi Nursing Home"",""email"":""info@drgandhi.org""}",22000,INR,0,[],0,0,,27-01-2022 12:48,,,,,
trf_IogIhF6gdnyVQs,order_IogIhBaLi22lHg,acc_HuDSeWoGNmDFKO,"{""name"":""Dr Gandhi Nursing Home"",""email"":""info@drgandhi.org""}",22000,INR,0,[],0,0,,27-01-2022 12:48,setl_Ip8CoqFohs9A8s,28-01-2022 16:06,AXISCN0119773410,processed,0
trf_IonBnTQ5V6zsrO,order_IonBnOIC1ljvMI,acc_IgmV7f6Uucjasu,"{""name"":""Shruti Nursing Home"",""email"":""hiteshparikh57@gmail.com""}",1240,INR,0,[],0,0,,27-01-2022 19:33,,,,,
trf_Ip6b9Gq5i5azJ5,order_Ip6b9DacNkrvGp,acc_IErVt2Z9tWgMv9,"{""name"":""k and K SuperSpeciality"",""email"":""drsuraj.baghel@gmail.com""}",599,INR,0,[],0,0,,28-01-2022 14:32,,,,,
trf_IpT0Qj65MRCjeb,order_IpT0QfDAwK4FLA,acc_IErVt2Z9tWgMv9,"{""name"":""k and K SuperSpeciality"",""email"":""drsuraj.baghel@gmail.com""}",599,INR,599,[],0,1,,29-01-2022 12:27,,,,,0
trf_IpZdsuuqbRKw1g,order_IpZdspPOdfipWz,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,29-01-2022 18:57,,,,,
trf_IqEXnt5dKP2Zow,order_IqEXnqJZutkvvj,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,31-01-2022 10:57,,,,,
trf_IqEiFbKxl7TzMP,order_IqEiFXKry8dUKn,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,31-01-2022 11:07,,,,,
trf_IqEiYaQc8wjodr,order_IqEiYWHV5tuVVI,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,31-01-2022 11:07,,,,,
trf_IqElQ3QqRECq2N,order_IqElPzsO4g0vfh,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,31-01-2022 11:10,,,,,
trf_IqFlmaMpBS1dV9,order_IqFlmV4ClgWq3B,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,31-01-2022 12:09,,,,,
trf_IqFsJREBrUzMsF,order_IqFsJNXuKtsUWy,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,31-01-2022 12:15,,,,,
trf_IqFtBBnvaMdcnh,order_IqFtB4jyuS9u7x,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,31-01-2022 12:16,,,,,
trf_IqFtXm1THFZ93X,order_IqFtXh3JzhhaK7,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,31-01-2022 12:17,,,,,
trf_IqG1Sc9QkqCq7Y,order_IqG1SXUiiyXi5e,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,31-01-2022 12:24,,,,,
trf_IqG3IxbUIpdCFF,order_IqG3IsFA4mlZKN,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,31-01-2022 12:26,,,,,
trf_IqG4GzA14QZsQC,order_IqG4GvJpq83UAT,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,31-01-2022 12:27,,,,,
trf_IqG5kF055ThIa9,order_IqG5k9ZDmYyH96,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,31-01-2022 12:28,,,,,
trf_IqG6z8uiggocQf,order_IqG6z1H5Aqzqvw,acc_HuDSd0Qov1o3K4,"{""name"":""Titan Hospital"",""email"":""hospitaltitan@gmail.com""}",10,INR,0,[],0,0,,31-01-2022 12:29,,,,,
trf_IqG80b4zyhw3Qj,order_IqG80XOvpu22MJ,acc_HuDSd0Qov1o3K4,"{""name"":""Titan Hospital"",""email"":""hospitaltitan@gmail.com""}",10,INR,0,[],0,0,,31-01-2022 12:30,,,,,
trf_IqG8EW7N72tjiv,order_IqG8EPqMaCxR8W,acc_HuDSd0Qov1o3K4,"{""name"":""Titan Hospital"",""email"":""hospitaltitan@gmail.com""}",10,INR,0,[],0,0,,31-01-2022 12:30,,,,,
trf_IqG8aDT61wod5u,order_IqG8a98O39cTkN,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",10,INR,0,[],0,0,,31-01-2022 12:31,,,,,
trf_IqHrKJRZxjZiRS,order_IqHrKFCIT4cfQA,acc_HuEUSj4bRjA1UE,"{""name"":""EasyAspataal"",""email"":""prayag@easyaspataal.com""}",1,INR,0,[],0,0,,31-01-2022 14:12,setl_IqiGBfGsE6Yosd,01-02-2022 16:01,AXISCN0120643054,processed,0
trf_IqIRg61ZKOAWkF,order_IqIRfzblYG8lL8,acc_IEMnJ7Dj3A0DyO,"{""name"":""Shree Hospital"",""email"":""drskodag@gmail.com""}",2,INR,0,[],0,0,,31-01-2022 14:46,,,,,
trf_IqMSW6dGAKRHEE,order_IqMSW3QL14mpzD,acc_IqHtVNxYF0pQxK,"{""name"":""USHAKIRAN GENERAL HOSPITAL"",""email"":""ushakirangaikwad@gmail.com""}",1000,INR,0,[],0,0,,31-01-2022 18:42,,,,,
trf_IqOgvNYqJ7AxS4,order_IqOgvKKhYhgCaV,acc_IqHtVNxYF0pQxK,"{""name"":""USHAKIRAN GENERAL HOSPITAL"",""email"":""ushakirangaikwad@gmail.com""}",1000,INR,0,[],0,0,,31-01-2022 20:53,,,,,
trf_IqOiTes2nibdAk,order_IqOiTayfPnmoyo,acc_IqHtVNxYF0pQxK,"{""name"":""USHAKIRAN GENERAL HOSPITAL"",""email"":""ushakirangaikwad@gmail.com""}",1000,INR,0,[],0,0,,31-01-2022 20:54,,,,,
trf_IqOjIhlyO1SFCT,order_IqOjIeymcSKCSJ,acc_IqHtVNxYF0pQxK,"{""name"":""USHAKIRAN GENERAL HOSPITAL"",""email"":""ushakirangaikwad@gmail.com""}",1000,INR,0,[],0,0,,31-01-2022 20:55,,,,,
trf_IqOjTOUUMe2HXq,order_IqOjTLFP07ArMJ,acc_IqHtVNxYF0pQxK,"{""name"":""USHAKIRAN GENERAL HOSPITAL"",""email"":""ushakirangaikwad@gmail.com""}",100,INR,0,[],0,0,,31-01-2022 20:55,setl_IqiKjmhp5j3KBF,01-02-2022 16:06,AXISCN0120646150,processed,0
